|Unnamed: 0|Star|RAh|RAm|RAs|DEd|DEm|DEs|V|B-V|U-B|V-R|R-I|V-I|n|m|e_V|e_B-V|e_U-B|e_V-R|e_R-I|e_V-I|RA_deg|DEC_deg|RA_hhmmss|DEC_ddmmss|R|dxy_deg
717|673|SA 23-57|||||||10.368|1.879|2.213|1.169|+1.265|+2.443|16|8|0.0007|0.0013|0.0041|0.0009|0.0009|0.0008|56.24733749999999|45.063305555555544|03 44 59.361|+45 03 47.90|9.199|194.56858692707308
718|672|SA 23-418|||||||11.716|0.7|0.154|0.407|+0.385|+0.798|10|5|0.0005|0.0008|0.0013|0.0012|0.0006|0.0006|56.23477916666666|45.31664722222222|03 44 56.347|+45 18 59.93|11.309000000000001|194.5881448421018
719|671|SA 23-561|||||||10.546|0.515|0.391|0.287|+0.301|+0.589|9|5|0.0005|0.0010|0.0011|0.0009|0.0007|0.0006|56.22254999999999|45.5071861111111|03 44 53.412|+45 30 25.87|10.259|194.6058537623185
720|670|SA 23-246|||||||11.7|0.278|0.124|0.154|+0.165|+0.318|11|6|0.0010|0.0005|0.0022|0.0005|0.0005|0.0010|56.18292916666666|45.30034722222222|03 44 43.903|+45 18 01.25|11.546|194.63951363857188
721|669|SA 23-45|||||||9.972|1.249|1.16|0.6629999999999999|+0.594|+1.250|13|7|0.0013|0.0007|0.0007|0.0004|0.0007|0.0005|56.17556249999999|45.07875833333334|03 44 42.135|+45 04 43.53|9.309|194.64075343162506
722|668|SA 23-241|||||||12.312|0.768|0.249|0.458|+0.448|+0.904|13|7|0.0013|0.0016|0.0028|0.0007|0.0008|0.0009|56.154|45.29978333333333|03 44 36.960|+45 17 59.22|11.854|194.66841539459978
723|667|SA 23-402|||||||9.835|0.172|-0.455|0.11|+0.114|+0.226|17|9|0.0008|0.0010|0.0016|0.0004|0.0006|0.0007|56.09587499999999|45.39381388888889|03 44 23.010|+45 23 37.73|9.725|194.7291907721328
724|666|SA 23-15|||||||10.658|0.375|0.16699999999999998|0.202|+0.213|+0.415|12|7|0.0006|0.0005|0.0013|0.0005|0.0009|0.0005|56.02136666666666|45.10083333333333|03 44 05.128|+45 06 03.00|10.456|194.79549110957583
725|665|SA 23-198|||||||11.559|0.192|-0.389|0.133|+0.144|+0.274|18|10|0.0009|0.0009|0.0012|0.0007|0.0007|0.0004|55.98515833333333|45.16151666666666|03 43 56.438|+45 09 41.46|11.426000000000002|194.83334335701113
726|664|SA 23-195|||||||12.125|0.688|0.275|0.421|+0.429|+0.855|20|10|0.0008|0.0009|0.0019|0.0008|0.0008|0.0009|55.966516666666664|45.16736666666666|03 43 51.964|+45 10 02.52|11.704|194.8521387385754
727|131|95 236|3.0|56.0|13.342|0.0|8.0|47.06|11.487|0.737|0.168|0.419|0.41200000000000003|0.831|43|39|0.0004|0.001|0.0021|0.0008|0.0004|0.001|59.05559166666666|0.14640555555555554|3 56 13.342|0 8 47.06|11.068|195.74997324864225
728|129|95 285|3.0|55.0|44.114|0.0|25.0|9.96|15.561|0.937|0.703|0.607|0.602|1.21|2|1|0.0071|0.0255|0.0636|0.0071|0.0064|0.0134|58.93380833333333|0.4194333333333333|3 55 44.114|0 25 9.96|14.954|195.8141258301687
729|128|95 284|3.0|55.0|41.552|0.0|26.0|37.73|13.669|1.398|1.073|0.818|0.7659999999999999|1.5859999999999999|20|9|0.004|0.0078|0.0239|0.0027|0.0036|0.0049|58.92313333333333|0.4438138888888889|3 55 41.552|0 26 37.73|12.850999999999999|195.8196798347899
730|130|95 149|3.0|55.0|44.444|0.0|7.0|2.91|10.938|1.5930000000000002|1.564|0.8740000000000001|0.8109999999999999|1.685|17|11|0.0051|0.0039|0.0095|0.0024|0.0017|0.0029|58.93518333333333|0.117475|3 55 44.443999999999996|0 7 2.91|10.063999999999998|195.87374597443073
731|127|95 231|3.0|55.0|38.828|0.0|10.0|43.42|14.216|0.452|0.297|0.27|0.29|0.56|26|13|0.0043|0.0045|0.0071|0.0045|0.0053|0.0076|58.91178333333333|0.17872777777777776|3 55 38.828|0 10 43.42|13.946|195.8842586122804
732|126|95 74|3.0|55.0|31.141|0.0|9.0|13.57|11.531|1.126|0.6859999999999999|0.6|0.5670000000000001|1.165|40|35|0.0015|0.0013|0.0029|0.0013|0.001|0.0013|58.87975416666666|0.15376944444444446|3 55 31.141|0 9 13.57|10.931|195.92067581518074
733|124|95 227|3.0|55.0|8.76|0.0|14.0|34.5|15.779000000000002|0.7709999999999999|0.034|0.515|0.552|1.067|14|7|0.0118|0.0289|0.0417|0.0115|0.0107|0.015|58.78649999999999|0.2429166666666667|3 55 8.76|0 14 34.5|15.264|195.9939840595804
734|123|95 66|3.0|55.0|6.519|0.0|9.0|31.9|12.892|0.715|0.16699999999999998|0.426|0.43799999999999994|0.8640000000000001|2|1|0.0021|0.0071|0.0035|0.0007|0.0057|0.0049|58.77716249999999|0.15886111111111112|3 55 6.519|0 9 31.9|12.466|196.02011498338638
735|125|95 142|3.0|55.0|9.394|0.0|1.0|20.57|12.927|0.588|0.097|0.371|0.375|0.745|22|11|0.003|0.003|0.0036|0.0019|0.0017|0.0028|58.78914166666666|0.02238055555555556|3 55 9.394|0 1 20.57|12.556|196.03603830380993
736|122|95 139|3.0|55.0|4.67|0.0|3.0|7.9|12.196|0.923|0.677|0.562|0.47600000000000003|1.0390000000000001|3|2|0.0017|0.0046|0.0191|0.0023|0.0017|0.0035|58.76945833333332|0.05219444444444445|3 55 4.67|0 3 7.9|11.634|196.04926367765407
737|116|95 276|3.0|54.0|45.878|0.0|25.0|54.1|14.118|1.225|1.218|0.748|0.6459999999999999|1.395|14|7|0.0061|0.0102|0.0216|0.004|0.0032|0.0051|58.69115833333333|0.4316944444444445|3 54 45.878|0 25 54.1|13.37|196.04935838779306
738|115|95 275|3.0|54.0|44.246|0.0|27.0|20.28|13.479|1.763|1.74|1.011|0.9309999999999999|1.944|40|20|0.0028|0.0054|0.0201|0.0022|0.0016|0.0025|58.68435833333332|0.4556333333333333|3 54 44.246|0 27 20.28|12.468000000000002|196.05121299487124
739|121|95 137|3.0|55.0|3.73|0.0|3.0|26.7|14.44|1.457|1.136|0.893|0.845|1.7369999999999999|1|1|||||||58.76554166666666|0.05741666666666668|3 55 3.73|0 3 26.7|13.547|196.05204000081036
740|120|95 62|3.0|55.0|0.406|0.0|2.0|54.09|13.538|1.355|1.181|0.742|0.685|1.4280000000000002|22|11|0.003|0.0053|0.0136|0.0019|0.0019|0.0028|58.75169166666666|0.048358333333333337|3 55 0.406|0 2 54.09|12.796|196.06743911900537
741|118|95 218|3.0|54.0|49.948|0.0|10.0|8.39|12.095|0.708|0.208|0.397|0.37|0.767|20|14|0.0034|0.0022|0.0034|0.002|0.002|0.0027|58.70811666666666|0.16899722222222222|3 54 49.948|0 10 8.39|11.698|196.08568454750727
742|119|95 132|3.0|54.0|51.685|0.0|5.0|21.42|12.067|0.445|0.311|0.263|0.287|0.546|41|35|0.0012|0.0013|0.002|0.001|0.0013|0.002|58.71535416666666|0.08928333333333333|3 54 51.685|0 5 21.42|11.804|196.09472781931441
743|117|95 60|3.0|54.0|49.54|0.0|7.0|4.1|13.429|0.7759999999999999|0.197|0.464|0.449|0.914|20|10|0.0031|0.0031|0.006|0.0029|0.0025|0.0034|58.70641666666666|0.11780555555555555|3 54 49.54|0 7 4.1|12.965|196.0977048304887
744|114|95 330|3.0|54.0|30.757|0.0|29.0|5.34|12.174|1.999|2.233|1.166|1.1|2.2680000000000002|47|23|0.0025|0.0026|0.0137|0.002|0.0016|0.0028|58.62815416666666|0.4848166666666667|3 54 30.756999999999998|0 29 5.34|11.008|196.1004190320619
745|113|95 329|3.0|54.0|23.9|0.0|37.0|7.1|14.617|1.1840000000000002|1.093|0.7659999999999999|0.642|1.41|13|6|0.0047|0.0103|0.0311|0.0044|0.0094|0.0089|58.59958333333333|0.6186388888888891|3 54 23.9|0 37 7.1|13.850999999999999|196.101620862256
746|112|95 328|3.0|54.0|19.47|0.0|36.0|31.79|13.525|1.5319999999999998|1.298|0.908|0.868|1.776|23|11|0.0029|0.0054|0.0186|0.0027|0.0015|0.0031|58.58112499999999|0.6088305555555555|3 54 19.47|0 36 31.79|12.617|196.12166713377766
747|111|95 271|3.0|54.0|16.298|0.0|18.0|52.2|13.669|1.287|0.916|0.7340000000000001|0.7170000000000001|1.453|15|7|0.0057|0.008|0.0127|0.0023|0.0023|0.0036|58.56790833333333|0.3145|3 54 16.298|0 18 52.2|12.935|196.19365694061057
748|108|95 263|3.0|53.0|47.002|0.0|26.0|40.82|12.679|1.5|1.5590000000000002|0.8009999999999999|0.711|1.5130000000000001|19|10|0.003|0.0034|0.0094|0.0023|0.0011|0.0028|58.44584166666666|0.4446722222222223|3 53 47.001999999999995|0 26 40.82|11.878|196.28707852648878
749|107|95 317|3.0|53.0|44.183|0.0|29.0|50.02|13.449000000000002|1.32|1.12|0.768|0.708|1.476|24|11|0.0035|0.0067|0.0131|0.0033|0.0012|0.0035|58.43409583333333|0.4972277777777778|3 53 44.183|0 29 50.02|12.681|196.2880530284595
750|110|95 43|3.0|53.0|48.609|0.0|3.0|1.74|10.803|0.51|-0.016|0.308|0.316|0.624|16|10|0.0022|0.002|0.0027|0.0027|0.0018|0.0035|58.45253749999999|0.05048333333333334|3 53 48.608999999999995|0 3 1.74|10.495|196.35995617380433
751|109|95 115|3.0|53.0|47.82100000000001|0.0|0.0|47.39|14.68|0.836|0.096|0.5770000000000001|0.579|1.157|1|1|||||||58.44925416666666|0.01316388888888889|3 53 47.821000000000005|0 0 47.39|14.103|196.3707313717681
752|106|95 42|3.0|53.0|43.68|0.0|4.0|33.9|15.606|-0.215|-1.111|-0.119|-0.18|-0.3|41|18|0.0058|0.0073|0.0064|0.0075|0.0269|0.0276|58.432|0.07608333333333334|3 53 43.68|0 4 33.9|15.725|196.37488682911797
753|105|95 41|3.0|53.0|41.201|0.0|2.0|32.41|14.06|0.903|0.297|0.589|0.585|1.176|1|1|||||||58.42167083333332|0.04233611111111111|3 53 41.201|0 2 32.41|13.470999999999998|196.3918331452543
754|104|95 112|3.0|53.0|40.114|0.0|1.0|11.42|15.502|0.662|0.077|0.605|0.62|1.227|1|1|||||||58.41714166666666|0.019838888888888892|3 53 40.114000000000004|0 1 11.42|14.897|196.4008251460699
755|100|95 193|3.0|53.0|20.593000000000004|0.0|16.0|34.57|14.338|1.211|1.239|0.748|0.616|1.3659999999999999|20|10|0.0049|0.0063|0.0255|0.0042|0.0034|0.0058|58.33580416666666|0.2762694444444445|3 53 20.593000000000004|0 16 34.57|13.59|196.42870578438902
756|98|95 252|3.0|53.0|10.636|0.0|27.0|22.74|15.394|1.452|1.178|0.816|0.747|1.5659999999999998|6|3|0.0065|0.0257|0.0433|0.009|0.0086|0.0131|58.29431666666666|0.4563166666666667|3 53 10.636|0 27 22.74|14.578|196.43319416687643
757|103|95 107|3.0|53.0|25.66|0.0|2.0|20.5|16.275|1.324|1.115|0.947|0.9620000000000001|1.9069999999999998|2|1|0.0035|0.1068|0.1732|0.0438|0.0226|0.0212|58.35691666666666|0.03902777777777778|3 53 25.66|0 2 20.5|15.328|196.45591600976562
758|99|95 190|3.0|53.0|13.251|0.0|16.0|22.62|12.627|0.287|0.236|0.195|0.22|0.415|44|22|0.002|0.0017|0.0039|0.0017|0.0015|0.0021|58.30521249999999|0.27295|3 53 13.251|0 16 22.62|12.432|196.45933956127558
759|102|95 106|3.0|53.0|25.19|0.0|1.0|22.64|15.137|1.251|0.369|0.394|0.508|0.903|2|1|0.0064|0.0615|0.024|0.152|0.0127|0.1407|58.35495833333332|0.022955555555555555|3 53 25.19|0 1 22.64|14.743|196.46108811191255
760|101|95 105|3.0|53.0|21.329|0.0|0.0|18.64|13.574000000000002|0.976|0.627|0.55|0.536|1.088|1|1|||||||58.33887083333333|0.0051777777777777785|3 53 21.329|0 0 18.64|13.024|196.48044311561904
761|97|95 102|3.0|53.0|7.587999999999999|0.0|1.0|10.73|15.622|1.001|0.162|0.448|0.618|1.065|3|1|0.0335|0.0803|0.0612|0.0115|0.0508|0.0618|58.28161666666666|0.019647222222222226|3 53 7.587999999999999|0 1 10.73|15.174000000000001|196.53358034728393
762|91|95 302|3.0|52.0|42.176|0.0|31.0|17.71|11.694|0.825|0.447|0.471|0.42|0.8909999999999999|29|20|0.002|0.0015|0.0056|0.0013|0.0011|0.0017|58.17573333333333|0.5215861111111112|3 52 42.176|0 31 17.71|11.222999999999999|196.5363166374504
763|90|95 301|3.0|52.0|41.167|0.0|31.0|21.44|11.216|1.293|1.298|0.6920000000000001|0.62|1.311|51|44|0.0012|0.0005|0.002|0.0005|0.0007|0.0012|58.17152916666666|0.5226222222222223|3 52 41.167|0 31 21.44|10.524000000000001|196.5402288282189
764|96|95 101|3.0|53.0|4.14|0.0|2.0|49.5|12.677|0.778|0.263|0.436|0.426|0.863|2|1|0.0028|0.0028|0.0099|0.0064|0.0064|0.012|58.26724999999999|0.04708333333333333|3 53 4.14|0 2 49.5|12.241|196.54209696014027
765|94|95 98|3.0|53.0|0.23|0.0|2.0|48.4|14.448|1.181|1.092|0.723|0.62|1.3419999999999999|2|1|0.0007|0.0014|0.0177|0.0092|0.0071|0.0163|58.25095833333333|0.04677777777777778|3 53 0.23|0 2 48.4|13.725|196.55811356801934
766|95|95 100|3.0|53.0|0.7909999999999999|0.0|0.0|15.81|15.633|0.7909999999999999|0.051|0.5379999999999999|0.42100000000000004|0.961|3|1|0.0283|0.0785|0.1132|0.0144|0.0572|0.0439|58.25329583333333|0.004391666666666667|3 53 0.7909999999999999|0 0 15.81|15.095|196.56440354773864
767|93|95 97|3.0|52.0|57.503|0.0|0.0|19.28|14.818|0.906|0.38|0.522|0.546|1.068|2|1|0.0007|0.0226|0.0212|0.0028|0.0191|0.0212|58.23959583333333|0.005355555555555556|3 52 57.503|0 0 19.28|14.296|196.57762453160538
768|92|95 96|3.0|52.0|54.194|0.0|0.0|18.82|10.01|0.147|0.077|0.079|0.095|0.174|71|56|0.0015|0.0012|0.0027|0.001|0.0011|0.0013|58.22580833333333|0.005227777777777778|3 52 54.193999999999996|0 0 18.82|9.931000000000001|196.591152307242
769|89|95 16|3.0|52.0|40.63|0.0|5.0|5.6|14.313|1.306|1.3219999999999998|0.7959999999999999|0.6759999999999999|1.472|4|2|0.012|0.016|0.031|0.0135|0.006|0.009|58.16929166666666|0.08488888888888889|3 52 40.63|0 5 5.6|13.517000000000001|196.63038921402386
770|88|95 15|3.0|52.0|40.33|0.0|5.0|22.77|11.302|0.7120000000000001|0.157|0.424|0.385|0.809|2|1|0.0007|0.0007|0.0035|0.0014|0.0014|0.0028|58.16804166666666|0.08965833333333333|3 52 40.33|0 5 22.77|10.878|196.6306499251039
771|87|GD 50|3.0|48.0|50.19|0.0|58.0|32.0|14.063|-0.276|-1.1909999999999998|-0.147|-0.18|-0.325|47|28|0.0032|0.0036|0.0051|0.0042|0.0079|0.0102|57.20912499999999|0.9755555555555556|3 48 50.19|0 58 32.0|14.21|197.3936943321462
772|663|GD 38|||||||15.74|-0.214|-1.102|-0.16399999999999998|-0.184|-0.346|1|1| ... | ... | ... | ... | ... | ... |45.62904166666666|38.016694444444454|03 02 30.970|+38 01 00.10|15.904000000000002|205.12379994572868
773|86|94 702|2.0|58.0|13.362|1.0|10.0|54.3|11.597|1.416|1.617|0.757|0.675|1.431|114|106|0.0006|0.0007|0.0028|0.0004|0.0004|0.0005|44.555675|1.18175|2 58 13.362|1 10 54.3|10.840000000000002|209.7765499340528
774|85|94 251|2.0|57.0|46.982|0.0|16.0|2.72|11.204|1.219|1.281|0.659|0.586|1.245|115|107|0.0005|0.0006|0.0018|0.0003|0.0004|0.0005|44.44575833333333|0.26742222222222223|2 57 46.982|0 16 2.72|10.545|210.05478937108109
775|83|94 242|2.0|57.0|21.211|0.0|18.0|38.67|11.725|0.303|0.11|0.17600000000000002|0.184|0.36200000000000004|123|116|0.0005|0.0005|0.0012|0.0005|0.0006|0.0007|44.33837916666666|0.31074166666666664|2 57 21.211|0 18 38.67|11.549000000000001|210.1521031939209
776|82|94 401|2.0|56.0|30.8|0.0|40.0|6.88|14.293|0.638|0.098|0.389|0.369|0.759|2|1|0.0014|0.0028|0.012|0.0064|0.0035|0.0099|44.12833333333333|0.6685777777777777|2 56 30.8|0 40 6.88|13.904000000000002|210.29151105865978
777|81|94 394|2.0|56.0|14.276|0.0|35.0|11.57|12.273|0.545|-0.047|0.344|0.33|0.6759999999999999|2|1|0.0028|0.0014|0.0014|0.0007|0.0014|0.0007|44.05948333333333|0.5865472222222222|2 56 14.276|0 35 11.57|11.929|210.37443722672617
778|84|BD -2 524|2.0|57.0|39.679|-1.0|59.0|48.58|10.304|-0.111|-0.621|-0.048|-0.06|-0.10800000000000001|88|78|0.0006|0.0006|0.0019|0.0004|0.0006|0.0006|44.41532916666666|-1.9968277777777776|2 57 39.679|-1 59 48.58|10.352|210.522604822202
779|80|94 296|2.0|55.0|19.985|0.0|28.0|11.99|12.255|0.75|0.235|0.415|0.387|0.8029999999999999|2|1|0.0021|0.0014|0.0014|0.0021|0.0021||43.83327083333332|0.4699972222222222|2 55 19.985|0 28 11.99|11.840000000000002|210.61842592928525
780|79|94 171|2.0|53.0|38.805|0.0|17.0|18.6|12.659|0.8170000000000001|0.304|0.48|0.483|0.9640000000000001|18|9|0.0028|0.0035|0.0045|0.0035|0.0019|0.0038|43.41168749999999|0.2885|2 53 38.805|0 17 18.6|12.179|211.06651413935532
781|662|GD 283|||||||13.736|0.145|-0.5329999999999999|-0.029|-0.008|-0.039|1|1| ... | ... | ... | ... | ... | ... |38.87795|57.256805555555566|02 35 30.708|+57 15 24.50|13.765|212.58416734837814
782|78|F 24C|2.0|35.0|26.318|3.0|41.0|50.41|11.761|1.133|1.007|0.598|0.535|1.127|18|9|0.0015|0.0012|0.0036|0.0005|0.0011|0.0008|38.859658333333336|3.697336111111112|2 35 26.318|3 41 50.41|11.162999999999998|214.94078851865257
783|77|F 24B|2.0|35.0|18.333|3.0|42.0|40.37|13.546|0.6679999999999999|0.188|0.382|0.36700000000000005|0.7490000000000001|19|10|0.0018|0.002|0.0035|0.0015|0.0021|0.002|38.8263875|3.711213888888889|2 35 18.333|3 42 40.37|13.164000000000001|214.9712556077654
784|76|F 24A|2.0|35.0|16.611|3.0|43.0|16.78|13.822|0.525|0.034|0.314|0.319|0.635|20|10|0.0016|0.0025|0.0036|0.0016|0.0026|0.0031|38.8192125|3.7213277777777787|2 35 16.611|3 43 16.78|13.508|214.9766306359778
785|75|F 24|2.0|35.0|7.592|3.0|43.0|56.79|12.412|-0.203|-1.182|0.087|0.361|0.444|128|115|0.001|0.0006|0.0017|0.0008|0.001|0.0008|38.78163333333333|3.732441666666667|2 35 7.5920000000000005|3 43 56.79|12.325|215.01181145957528
786|74|PG0231+051C|2.0|33.0|48.153|5.0|20.0|26.36|13.707|0.6779999999999999|0.078|0.396|0.385|0.7829999999999999|16|9|0.0009|0.0019|0.0011|0.0007|0.0012|0.0019|38.45063749999999|5.340655555555554|2 33 48.153|5 20 26.36|13.311|215.07452477088984
787|73|PG0231+051B|2.0|33.0|45.528|5.0|17.0|33.3|14.732|1.4369999999999998|1.279|0.951|0.991|1.933|26|14|0.0017|0.0049|0.0119|0.0007|0.0015|0.0022|38.43969999999999|5.292583333333333|2 33 45.528|5 17 33.3|13.780999999999999|215.09303019356534
788|72|PG0231+051|2.0|33.0|41.36|5.0|18.0|43.63|16.096|-0.32|-1.214|-0.14400000000000002|-0.373|-0.502|33|18|0.0055|0.0057|0.0028|0.0117|0.0627|0.0654|38.42233333333333|5.312119444444444|2 33 41.36|5 18 43.63|16.24|215.10703779475966
789|71|PG0231+051A|2.0|33.0|40.067|5.0|17.0|40.68|12.768|0.711|0.271|0.405|0.38799999999999996|0.794|16|10|0.0004|0.0011|0.0007|0.0005|0.0015|0.0017|38.41694583333333|5.2946333333333335|2 33 40.067|5 17 40.68|12.363|215.11516054806137
790|70|PG0231+051D|2.0|33.0|34.0|5.0|19.0|30.9|14.031|1.077|1.026|0.6709999999999999|0.584|1.252|19|11|0.0018|0.0022|0.0081|0.0011|0.0029|0.0034|38.39166666666666|5.32525|2 33 34.0|5 19 30.9|13.36|215.13520241608967
791|69|PG0231+051E|2.0|33.0|28.872|5.0|19.0|48.38|13.809|0.677|0.207|0.383|0.369|0.752|15|8|0.0019|0.0014|0.0019|0.0006|0.0013|0.0019|38.37029999999999|5.330105555555555|2 33 28.872|5 19 48.38|13.426000000000002|215.1555146320077
792|68|F 22|2.0|30.0|16.627|5.0|15.0|50.7|12.798|-0.052000000000000005|-0.809|-0.103|-0.105|-0.20600000000000002|80|70|0.0009|0.0007|0.0015|0.0007|0.0013|0.0013|37.56927916666667|5.264083333333334|2 30 16.627|5 15 50.7|12.901|215.95677230271016
793|67|PG0220+132A|2.0|23.0|39.989|13.0|27.0|29.89|15.771|0.7829999999999999|-0.339|0.514|0.48100000000000004|0.995|3|2|0.015|0.0699|0.0537|0.011|0.0589|0.0479|35.91662083333333|13.458302777777776|2 23 39.989000000000004|13 27 29.89|15.257|216.43858039124564
794|66|PG0220+132|2.0|23.0|38.419|13.0|27.0|34.7|14.76|-0.132|-0.922|-0.05|-0.12|-0.17|5|3|0.0063|0.0112|0.0103|0.0098|0.017|0.0264|35.910079166666655|13.459638888888886|2 23 38.419000000000004|13 27 34.7|14.81|216.44491072630285
795|65|PG0220+132B|2.0|23.0|33.863|13.0|28.0|3.98|14.216|0.937|0.319|0.562|0.496|1.058|3|2|0.0081|0.0375|0.0583|0.0058|0.0127|0.0069|35.89109583333333|13.467772222222226|2 23 33.863|13 28 3.98|13.654000000000002|216.462762928416
796|661|GD 281|||||||13.955|0.5870000000000001|-0.047|0.386|+0.368|+0.754|1|1| ... | ... | ... | ... | ... | ... |30.803829166666667|54.80796666666666|02 03 12.919|+54 48 28.68|13.569|220.45192060752248
797|64|G3 33|2.0|0.0|12.959|13.0|3.0|7.01|12.298|1.802|1.306|1.355|1.7519999999999998|3.103|13|7|0.0032|0.0034|0.0098|0.0033|0.0017|0.0037|30.05399583333333|13.051947222222225|2 0 12.959000000000001|13 3 7.01|10.943|222.3072818740134
798|660|GD 279I|||||||14.443|0.979|0.5820000000000001|0.545|+0.535|+1.079|8|4|0.0028|0.0035|0.0166|0.0032|0.0078|0.0099|28.0407875|47.00104166666666|01 52 09.789|+47 00 03.75|13.898|222.8202714084849
799|659|GD 279G|||||||14.156|0.535|0.029|0.325|+0.342|+0.671|8|4|0.0033|0.0029|0.0038|0.0039|0.0027|0.0046|28.021225|46.98093888888889|01 52 05.094|+46 58 51.38|13.831|222.83917593417232
800|658|GD 279E|||||||14.011|0.736|0.281|0.415|+0.395|+0.813|8|4|0.0007|0.0008|0.0026|0.0027|0.0043|0.0014|28.0141625|47.05501666666667|01 52 03.399|+47 03 18.06|13.595999999999998|222.84863072278358
801|656|GD 279|||||||12.457|0.087|-0.613|-0.079|-0.056|-0.132|12|7|0.0010|0.0006|0.0020|0.0005|0.0022|0.0015|28.01233333333333|47.00184444444446|01 52 02.960|+47 00 06.64|12.536|222.84873666136303
802|657|GD 279A|||||||13.05|0.996|0.6859999999999999|0.5539999999999999|+0.519|+1.073|13|6|0.0005|0.0012|0.0040|0.0013|0.0009|0.0008|28.012366666666665|47.009488888888896|01 52 02.968|+47 00 34.16|12.495999999999999|222.84895017079046
803|655|GD 279B|||||||11.714|0.267|0.138|0.146|+0.165|+0.313|8|4|0.0009|0.0008|0.0013|0.0009|0.0004|0.0010|28.0100375|47.02818888888889|01 52 02.409|+47 01 41.48|11.568|222.85188300906117
804|654|GD 279C|||||||13.913|1.068|0.78|0.5710000000000001|+0.520|+1.102|10|5|0.0011|0.0011|0.0051|0.0007|0.0014|0.0007|28.000591666666665|47.02793333333333|01 52 00.142|+47 01 40.56|13.342|222.86131561014656
805|653|GD 279D|||||||13.241|0.5579999999999999|0.027000000000000003|0.334|+0.332|+0.662|8|4|0.0005|0.0009|0.0011|0.0005|0.0022|0.0011|27.999424999999995|47.050730555555546|01 51 59.862|+47 03 02.63|12.907|222.86322114361496
806|652|GD 279H|||||||10.389|1.118|0.958|0.605|+0.547|+1.148|8|4|0.0010|0.0020|0.0016|0.0004|0.0004|0.0010|27.981333333333332|47.02703333333334|01 51 55.520|+47 01 37.32|9.783999999999999|222.8805346985833
807|651|GD 279F|||||||13.946|0.568|0.095|0.343|+0.338|+0.679|6|3|0.0050|0.0029|0.0020|0.0025|0.0029|0.0048|27.97935833333333|46.981188888888894|01 51 55.046|+46 58 52.28|13.603|222.8810289668575
808|650|GD 421D|||||||12.455|1.128|0.7120000000000001|0.6779999999999999|+0.669|+1.345|2|1|0.0028|0.0007|0.0057|0.0007|0.0071|0.0071|27.88089583333333|67.71084722222223|01 51 31.415|+67 42 39.05|11.777|224.60376377375133
809|649|GD 421|||||||14.414|-0.213|-1.068|-0.095|-0.062|-0.158|4|2|0.0055|0.0040|0.0045|0.0060|0.0095|0.0130|27.79275|67.65895833333335|01 51 10.260|+67 39 32.25|14.509000000000002|224.68478984735003
810|648|GD 421B|||||||14.407|1.197|0.812|0.654|+0.603|+1.256|2|1|0.0021|0.0057|0.0431|0.0071|0.0028|0.0021|27.64975833333333|67.73271944444444|01 50 35.942|+67 43 57.79|13.753|224.83582811228462
811|647|GD 421C|||||||12.158|2.375|2.636|1.349|+1.232|+2.576|2|1|0.0007|0.0028|0.1259|0.0007|0.0007|0.0014|27.643241666666665|67.69808055555556|01 50 34.378|+67 41 53.09|10.809000000000001|224.8379952659187
812|646|GD 421A|||||||14.579|2.597|2.14|1.544|+1.391|+2.930|2|1|0.0021|0.0318|0.1202|0.0021|0.0014|0.0028|27.620245833333332|67.736275|01 50 28.859|+67 44 10.59|13.035|224.86555370441016
813|63|93 424|1.0|55.0|26.364|0.0|56.0|42.63|11.619000000000002|1.083|0.929|0.5529999999999999|0.501|1.056|55|44|0.0006|0.001|0.0018|0.0006|0.0005|0.0006|28.859849999999994|0.945175|1 55 26.364|0 56 42.63|11.066000000000004|225.2632149385463
814|62|93 333|1.0|55.0|5.218|0.0|45.0|42.57|12.009|0.833|0.436|0.469|0.42200000000000004|0.892|54|44|0.0009|0.0012|0.0021|0.0007|0.0009|0.0009|28.77174166666666|0.761825|1 55 5.218|0 45 42.57|11.54|225.38169641622423
815|60|93 407|1.0|54.0|37.126|0.0|53.0|47.93|11.970999999999998|0.852|0.564|0.487|0.42100000000000004|0.9079999999999999|5|3|0.0027|0.0031|0.0134|0.0031|0.0036|0.0027|28.65469166666666|0.8966472222222222|1 54 37.126|0 53 47.93|11.483999999999998|225.4736696348585
816|61|93 317|1.0|54.0|37.728|0.0|43.0|0.57|11.546|0.488|-0.053|0.293|0.299|0.5920000000000001|53|44|0.0005|0.0006|0.0012|0.0006|0.0006|0.0006|28.6572|0.716825|1 54 37.728|0 43 0.57|11.253|225.5023036665664
817|59|F 16|1.0|54.0|34.633|-6.0|45.0|59.67|12.405|-0.008|0.013|-0.006999999999999999|0.002|-0.004|59|46|0.0007|0.0007|0.0018|0.0008|0.0013|0.0013|28.644304166666664|-6.766575|1 54 34.633|-6 45 59.67|12.412|226.93197726264498
818|642|GD 13|||||||14.885|-0.08900000000000001|-0.914|-0.001|+0.247|+0.236|1|1| ... | ... | ... | ... | ... | ... |22.427724999999995|42.47166944444445|01 29 42.654|+42 28 18.01|14.886|228.33278579527075
819|641|GD 13A|||||||15.001|0.7509999999999999|0.308|0.439|+0.386|+0.826|1|1| ... | ... | ... | ... | ... | ... |22.41984166666667|42.465252777777785|01 29 40.762|+42 27 54.91|14.562000000000001|228.34059389471759
