|Unnamed: 0|Star|RAh|RAm|RAs|DEd|DEm|DEs|V|B-V|U-B|V-R|R-I|V-I|n|m|e_V|e_B-V|e_U-B|e_V-R|e_R-I|e_V-I|RA_deg|DEC_deg|RA_hhmmss|DEC_ddmmss|R|dxy_deg
13|842|SA 35-261|||||||12.126|1.508|1.898|0.86|+0.884|+1.740|25|11|0.0009|0.0006|0.0031|0.0007|0.0006|0.0004|238.0173875|44.41619722222222|15 52 04.173|+44 24 58.31|11.265999999999998|13.535383772869759
14|843|SA 35-262|||||||12.835|0.499|-0.032|0.299|+0.307|+0.609|19|10|0.0006|0.0008|0.0006|0.0009|0.0014|0.0012|238.0210375|44.43351666666666|15 52 05.049|+44 26 00.66|12.536|13.53785653362966
15|844|SA 35-263|||||||13.552|0.833|0.503|0.464|+0.423|+0.894|8|4|0.0018|0.0007|0.0037|0.0019|0.0007|0.0022|238.02111666666667|44.500386111111105|15 52 05.068|+44 30 01.39|13.088|13.560764110428254
16|840|SA 35-341|||||||12.565|0.5589999999999999|0.006999999999999999|0.337|+0.330|+0.670|18|9|0.0022|0.0011|0.0021|0.0013|0.0009|0.0018|237.98634166666665|44.55684444444446|15 51 56.722|+44 33 24.64|12.228|13.612981216024888
17|839|SA 35-339|||||||12.775|0.5539999999999999|0.028|0.336|+0.329|+0.662|4|2|0.0020|0.0030|0.0044|0.0032|0.0007|0.0027|237.97660416666665|44.54142777777778|15 51 54.385|+44 32 29.14|12.439|13.616743828066353
18|841|SA 35-343|||||||10.87|0.433|-0.063|0.271|+0.254|+0.529|11|6|0.0007|0.0012|0.0013|0.0018|0.0005|0.0010|237.98833333333332|44.59061666666667|15 51 57.200|+44 35 26.22|10.598999999999998|13.622928625558712
19|838|SA 35-338|||||||9.605|0.371|-0.015|0.221|+0.225|+0.456|12|6|0.0012|0.0004|0.0011|0.0011|0.0017|0.0004|237.96042916666664|44.69770833333333|15 51 50.503|+44 41 51.75|9.384|13.686936429599381
20|863|PG1648+536D|||||||12.246|0.637|0.103|0.3720000000000001|+0.361|+0.733|7|4|0.0026|0.0038|0.0064|0.0015|0.0019|0.0026|252.54827499999996|53.44992499999999|16 50 11.586|+53 26 59.73|11.874|13.758334821928818
21|862|PG1648+536C|||||||13.52|0.957|0.722|0.5489999999999999|+0.483|+1.031|10|5|0.0024|0.0007|0.0060|0.0007|0.0017|0.0013|252.53166249999995|53.480361111111115|16 50 07.599|+53 28 49.30|12.970999999999998|13.786346188500563
22|861|PG1648+536B|||||||14.047|0.611|0.052000000000000005|0.377|+0.372|+0.751|10|5|0.0007|0.0067|0.0042|0.0039|0.0026|0.0041|252.50480833333327|53.4874|16 50 01.154|+53 29 14.64|13.67|13.789873010716022
23|859|PG1648+536A|||||||14.329|0.7440000000000001|0.299|0.415|+0.387|+0.799|13|6|0.0051|0.0025|0.0057|0.0032|0.0037|0.0054|252.489375|53.50515555555555|16 49 57.450|+53 30 18.56|13.914|13.805525034887168
24|858|PG1648+536E|||||||15.152|0.6679999999999999|0.172|0.407|+0.326|+0.736|2|1|0.0007|0.0113|0.0071|0.0120|0.0184|0.0304|252.4507291666666|53.525063888888894|16 49 48.175|+53 31 30.23|14.745|13.820451152677453
25|860|PG1648+536|||||||14.05|-0.215|-1.024|-0.09|-0.126|-0.214|13|6|0.0026|0.0014|0.0028|0.0025|0.0042|0.0034|252.49938749999995|53.52548611111111|16 49 59.853|+53 31 31.75|14.14|13.826959721026604
26|864|GD 363C|||||||15.504|0.59|0.009000000000000001|0.34600000000000003|+0.294|+0.641|14|7|0.0041|0.0028|0.0072|0.0055|0.0193|0.0241|264.6105125|41.88903333333333|17 38 26.523|+41 53 20.52|15.158|14.02047294307191
27|865|GD 363B|||||||15.058|1.163|1.075|0.73|+0.635|+1.371|23|13|0.0022|0.0034|0.0218|0.0021|0.0034|0.0033|264.64079166666664|41.89185|17 38 33.790|+41 53 30.66|14.328|14.050835169474116
28|867|GD 363|||||||15.286|-0.108|-0.894|-0.126|-0.153|-0.272|21|12|0.0017|0.0017|0.0025|0.0022|0.0150|0.0122|264.6486125|41.87546944444445|17 38 35.667|+41 52 31.69|15.412|14.056153711817025
29|866|GD 363A|||||||12.9|1.013|0.8340000000000001|0.542|+0.497|+1.040|21|12|0.0006|0.0011|0.0015|0.0010|0.0010|0.0021|264.6459958333333|41.89948888888889|17 38 35.039|+41 53 58.16|12.357999999999999|14.057115217040137
30|835|SA 35-318|||||||11.807|0.18|0.124|0.129|+0.159|+0.286|19|10|0.0012|0.0010|0.0006|0.0009|0.0004|0.0010|237.5075583333333|44.55131666666666|15 50 01.814|+44 33 04.74|11.677999999999999|14.060843204600467
31|837|SA 35-492|||||||9.829|0.556|0.013|0.332|+0.329|+0.658|10|5|0.0008|0.0009|0.0011|0.0013|0.0020|0.0006|237.66241666666664|45.01037777777778|15 50 38.980|+45 00 37.36|9.497|14.078175545276109
32|833|SA 35-243|||||||12.011|0.542|-0.016|0.319|+0.319|+0.648|8|4|0.0005|0.0022|0.0006|0.0007|0.0011|0.0014|237.45486666666665|44.46487777777778|15 49 49.168|+44 27 53.56|11.691999999999998|14.081652785727139
33|836|SA 35-491|||||||11.539|0.915|0.6629999999999999|0.509|+0.457|+0.964|13|7|0.0010|0.0009|0.0039|0.0014|0.0009|0.0015|237.638275|44.968394444444456|15 50 33.186|+44 58 06.22|11.03|14.08518398078521
34|834|SA 35-245|||||||7.686|0.111|0.101|0.055|+0.046|+0.097|2|1|0.0021|0.0035|0.0014|0.0035|0.0014|0.0014|237.45815833333333|44.52208055555555|15 49 49.958|+44 31 19.49|7.631|14.097561735695374
35|868|GD 363D|||||||13.804|0.586|-0.011|0.35|+0.357|+0.705|11|6|0.0014|0.0011|0.0031|0.0021|0.0042|0.0052|264.69952083333334|41.90254444444445|17 38 47.885|+41 54 09.16|13.454|14.110500752715335
36|832|SA 35-316|||||||9.953|0.462|0.061|0.282|+0.279|+0.559|16|8|0.0012|0.0006|0.0006|0.0010|0.0009|0.0007|237.42156666666665|44.589936111111115|15 49 41.176|+44 35 23.77|9.671|14.154822837859173
37|404|G138 25|16.0|25.0|13.952|15.0|40.0|54.25|13.513|1.419|1.265|0.883|0.7959999999999999|1.685|2|1|0.0007|0.0177|0.0382|0.0028|0.0028|0.0049|246.30813333333333|15.681736111111109|16 25 13.952|15 40 54.25|12.63|24.53308600192498
38|869|GD 378A|||||||13.475|0.617|0.14|0.348|+0.330|+0.682|16|8|0.0018|0.0017|0.0011|0.0010|0.0011|0.0011|275.87875833333334|41.06951944444445|18 23 30.902|+41 04 10.27|13.127|25.165283577450005
39|870|GD 378|||||||14.288|-0.08|-0.962|-0.036000000000000004|-0.043|-0.091|17|8|0.0005|0.0009|0.0020|0.0017|0.0037|0.0032|275.9042166666666|41.06737500000001|18 23 37.012|+41 04 02.55|14.324000000000002|25.190602944479064
40|871|GD 378B|||||||13.393|0.69|0.156|0.409|+0.402|+0.809|14|5|0.0562|0.0035|0.0068|0.0019|0.0022|0.0034|275.9394874999999|41.096633333333344|18 23 45.477|+41 05 47.88|12.983999999999998|25.227304869980937
41|872|GD 378C|||||||11.771|0.612|0.13699999999999998|0.355|+0.339|+0.697|10|4|0.0008|0.0006|0.0009|0.0004|0.0014|0.0014|275.9588333333333|41.11220555555556|18 23 50.120|+41 06 43.94|11.416|25.24742377549958
42|410|PG1633+099G|16.0|35.0|32.336|9.0|50.0|30.74|13.749|0.693|0.079|0.412|0.389|0.804|15|8|0.0016|0.0012|0.0044|0.0012|0.0015|0.0023|248.88473333333332|9.841872222222225|16 35 32.336|9 50 30.74|13.337|30.02608738436236
43|412|PG1633+099F|16.0|35.0|36.713|9.0|49.0|40.34|13.768|0.878|0.254|0.523|0.522|1.035|15|8|0.002|0.0024|0.0048|0.0013|0.0022|0.0028|248.90297083333328|9.827872222222222|16 35 36.713|9 49 40.34|13.245|30.038936638114535
44|415|PG1633+099E|16.0|35.0|45.084|9.0|49.0|24.53|13.113|0.841|0.337|0.484|0.47100000000000003|0.953|16|9|0.0021|0.002|0.0037|0.0014|0.0018|0.0024|248.93785|9.823480555555557|16 35 45.083999999999996|9 49 24.53|12.629000000000001|30.0412016865034
45|409|PG1633+099A|16.0|35.0|25.984|9.0|47.0|53.19|15.259|0.871|0.305|0.506|0.506|1.011|23|10|0.0032|0.0042|0.0037|0.0033|0.0078|0.0099|248.85826666666665|9.798108333333333|16 35 25.984|9 47 53.19|14.753|30.071416285788008
46|408|PG1633+099|16.0|35.0|24.025|9.0|47.0|49.9|14.396|-0.191|-0.99|-0.085|-0.114|-0.20800000000000002|20|11|0.0016|0.0021|0.0031|0.0026|0.0085|0.0107|248.85010416666665|9.797194444444443|16 35 24.025|9 47 49.9|14.481|30.072841591588837
47|414|PG1633+099D|16.0|35.0|40.089|9.0|46.0|41.57|13.689|0.535|-0.021|0.324|0.32299999999999995|0.649|20|12|0.0016|0.0018|0.0028|0.0011|0.0018|0.002|248.9170375|9.77821388888889|16 35 40.089|9 46 41.57|13.365|30.087643781587655
48|411|PG1633+099B|16.0|35.0|33.304|9.0|46.0|20.71|12.968|1.081|1.017|0.589|0.503|1.09|18|10|0.0016|0.0013|0.0051|0.001|0.0013|0.0019|248.88876666666664|9.772419444444443|16 35 33.304|9 46 20.71|12.379000000000001|30.095158006582736
49|413|PG1633+099C|16.0|35.0|37.275|9.0|46.0|15.8|13.224|1.144|1.146|0.612|0.524|1.133|17|10|0.0017|0.0008|0.0022|0.001|0.0014|0.0027|248.90531249999995|9.771055555555558|16 35 37.275|9 46 15.8|12.612|30.095503348734773
50|873|SA 38-177|||||||10.85|0.442|0.015|0.27|+0.262|+0.533|12|7|0.0005|0.0005|0.0025|0.0010|0.0010|0.0012|281.8940625|45.18154166666667|18 47 34.575|+45 10 53.55|10.58|31.60877363000647
51|874|SA 38-178|||||||12.405|0.7240000000000001|0.175|0.43|+0.416|+0.845|12|6|0.0009|0.0009|0.0028|0.0010|0.0007|0.0006|281.89875416666666|45.17611944444445|18 47 35.701|+45 10 34.03|11.975|31.61247626284344
52|875|SA 38-326|||||||9.947|0.287|0.071|0.171|+0.193|+0.349|8|4|0.0007|0.0016|0.0013|0.0018|0.0007|0.0006|281.9188125|45.410936111111106|18 47 40.515|+45 24 39.37|9.776000000000002|31.672921550622632
53|876|SA 38-358|||||||9.854|1.132|1.186|0.583|+0.509|+1.095|9|4|0.0006|0.0015|0.0025|0.0018|0.0008|0.0012|282.09585|45.38954166666666|18 48 23.004|+45 23 22.35|9.271|31.84342916936494
54|877|SA 38-365|||||||11.625|1.205|1.3090000000000002|0.616|+0.546|+1.160|8|4|0.0006|0.0014|0.0006|0.0005|0.0006|0.0010|282.1354375|45.419680555555544|18 48 32.505|+45 25 10.85|11.009|31.887693017287276
55|879|SA 38-377|||||||10.451|0.967|0.778|0.521|+0.458|+0.976|4|2|0.0006|0.0007|0.0031|0.0025|0.0018|0.0018|282.1989791666666|45.33984444444446|18 48 47.755|+45 20 23.44|9.929999999999998|31.93632591482953
56|878|SA 38-375|||||||11.556|0.584|0.086|0.326|+0.312|+0.643|4|2|0.0013|0.0014|0.0007|0.0013|0.0012|0.0007|282.1962125|45.405494444444436|18 48 47.091|+45 24 19.78|11.23|31.945034313130794
57|880|SA 38-382|||||||11.351|0.586|0.141|0.329|+0.313|+0.645|4|2|0.0025|0.0006|0.0029|0.0006|0.0025|0.0018|282.22439999999995|45.42498611111111|18 48 53.856|+45 25 29.95|11.021999999999998|31.976203245982823
58|881|SA 38-253|||||||10.774|0.35700000000000004|0.025|0.223|+0.204|+0.428|9|4|0.0006|0.0005|0.0005|0.0005|0.0012|0.0006|282.26832083333335|45.23713888888889|18 49 04.397|+45 14 13.70|10.550999999999998|31.987037654033575
59|882|SA 38-391|||||||8.575|1.266|1.4409999999999998|0.6579999999999999|+0.577|+1.235|2|1|0.0014|0.0021|0.0057|0.0035|0.0035|0.0007|282.27964583333335|45.321325|18 49 07.115|+45 19 16.77|7.917000000000001|32.01258392131655
60|884|SA 38-270|||||||10.927|0.289|0.085|0.16399999999999998|+0.173|+0.320|10|5|0.0016|0.0012|0.0025|0.0007|0.0007|0.0005|282.41994583333326|45.151947222222226|18 49 40.787|+45 09 07.01|10.763|32.12219833694934
61|883|SA 38-269|||||||11.27|1.157|1.2|0.62|+0.548|+1.168|9|4|0.0011|0.0012|0.0007|0.0007|0.0005|0.0007|282.40717916666665|45.240002777777775|18 49 37.723|+45 14 24.01|10.65|32.12437552945937
62|885|SA 38-273|||||||10.871|1.269|1.285|0.675|+0.617|+1.298|9|4|0.0006|0.0006|0.0015|0.0010|0.0005|0.0007|282.44412916666664|45.225619444444455|18 49 46.591|+45 13 32.23|10.195999999999998|32.15836928844115
63|886|SA 38-137|||||||13.517|0.736|0.317|0.411|+0.370|+0.785|7|4|0.0013|0.0014|0.0014|0.0035|0.0040|0.0007|282.60110416666663|45.102630555555564|18 50 24.265|+45 06 09.47|13.106000000000002|32.29272937678032
64|887|SA 38-138|||||||14.319|0.7140000000000001|0.27|0.388|+0.369|+0.762|9|5|0.0016|0.0018|0.0065|0.0014|0.0014|0.0027|282.60639166666664|45.10177222222222|18 50 25.534|+45 06 06.38|13.931|32.29780476119583
65|888|SA 38-297|||||||14.395|0.61|0.13699999999999998|0.34600000000000003|+0.350|+0.696|2|1|0.0021|0.0007|0.0226|0.0042|0.0014|0.0035|282.61254583333334|45.13219444444446|18 50 27.011|+45 07 55.90|14.049000000000001|32.30887299870655
66|889|SA 38-298|||||||15.220999999999998|0.594|0.116|0.386|+0.361|+0.749|1|1| ... | ... | ... | ... | ... | ... |282.6295874999999|45.160286111111105|18 50 31.101|+45 09 37.03|14.835|32.330318730440766
67|891|SA 38-303|||||||15.062|0.618|0.093|0.334|+0.413|+0.746|1|1| ... | ... | ... | ... | ... | ... |282.64258749999993|45.12402222222222|18 50 34.221|+45 07 26.48|14.728000000000002|32.337160795917434
68|426|PG1657+078E|16.0|59.0|27.221|7.0|44.0|1.26|14.486|0.787|0.284|0.436|0.413|0.851|4|2|0.002|0.013|0.0095|0.002|0.0105|0.0105|254.86342083333332|7.733683333333333|16 59 27.221|7 44 1.26|14.05|32.33990261756827
69|890|SA 38-302|||||||15.461|0.932|0.53|0.528|+0.430|+0.955|1|1| ... | ... | ... | ... | ... | ... |282.6383208333333|45.178625|18 50 33.197|+45 10 43.05|14.932999999999998|32.34197065233156
70|892|SA 38-304|||||||14.514|0.595|0.068|0.294|+0.364|+0.657|1|1| ... | ... | ... | ... | ... | ... |282.6512208333333|45.151897222222225|18 50 36.293|+45 09 06.83|14.22|32.35026779108176
71|429|PG1657+078|16.0|59.0|32.216|7.0|43.0|31.43|15.019|-0.142|-0.958|-0.079|-0.057999999999999996|-0.128|17|8|0.0036|0.0033|0.0042|0.0058|0.0243|0.0299|254.88423333333333|7.725397222222222|16 59 32.216|7 43 31.43|15.097999999999999|32.350777623606604
72|427|PG1657+078D|16.0|59.0|27.877|7.0|42.0|59.71|16.156|0.986|0.599|0.635|0.5920000000000001|1.227|1|1|||||||254.86615416666663|7.716586111111112|16 59 27.877|7 42 59.71|15.521|32.35720872480356
73|893|SA 38-149|||||||15.186|0.639|0.11|0.339|+0.317|+0.657|1|1| ... | ... | ... | ... | ... | ... |282.6738708333333|45.11028333333334|18 50 41.729|+45 06 37.02|14.847000000000001|32.36576666140638
74|431|PG1657+078C|16.0|59.0|35.27|7.0|42.0|26.51|15.225|0.8370000000000001|0.382|0.504|0.442|0.965|5|2|0.0019|0.002|0.0082|0.0044|0.012|0.007|254.8969583333333|7.707363888888889|16 59 35.27|7 42 26.51|14.720999999999998|32.370292525078476
75|430|PG1657+078A|16.0|59.0|33.207|7.0|42.0|19.42|14.032|1.068|0.735|0.569|0.5379999999999999|1.105|10|5|0.0007|0.0007|0.0054|0.0026|0.0005|0.0027|254.8883625|7.705394444444446|16 59 33.207|7 42 19.42|13.463|32.37114435192787
76|428|PG1657+078B|16.0|59.0|31.979|7.0|42.0|7.34|14.724|0.6970000000000001|0.039|0.417|0.42|0.838|8|4|0.0016|0.0036|0.0041|0.0014|0.0014|0.0014|254.88324583333332|7.702038888888889|16 59 31.979|7 42 7.34|14.307|32.37381786448825
77|895|SA 38-156|||||||15.358|0.579|-0.069|0.35600000000000004|+0.368|+0.712|12|7|0.0007|0.0031|0.0027|0.0036|0.0039|0.0087|282.692325|45.09804722222222|18 50 46.158|+45 05 52.97|15.002|32.38197153283332
78|894|SA 38-309|||||||12.798|0.682|0.195|0.383|+0.372|+0.753|7|4|0.0038|0.0023|0.0083|0.0023|0.0038|0.0023|282.68871249999995|45.128386111111105|18 50 45.291|+45 07 42.19|12.415|32.38337605203827
79|896|SA 38-157|||||||15.213|1.036|0.831|0.57|+0.523|+1.094|9|5|0.0012|0.0019|0.0086|0.0007|0.0037|0.0033|282.69382916666666|45.10319722222222|18 50 46.519|+45 06 11.51|14.643|32.384296832974954
80|897|SA 38-310|||||||10.489|1.259|1.4069999999999998|0.6509999999999999|+0.555|+1.212|11|6|0.0005|0.0005|0.0005|0.0006|0.0005|0.0006|282.7036375|45.14541666666667|18 50 48.873|+45 08 43.50|9.838|32.400898410694495
81|898|SA 38-312|||||||12.171|1.29|1.187|0.706|+0.666|+1.374|9|5|0.0007|0.0023|0.0022|0.0007|0.0009|0.0007|282.71037916666666|45.16011666666667|18 50 50.491|+45 09 36.42|11.465|32.409971326828384
82|831|PG1430+427B|||||||12.039|0.9|0.664|0.483|+0.428|+0.910|7|4|0.0034|0.0015|0.0042|0.0023|0.0008|0.0026|218.19481666666664|42.53866944444445|14 32 46.756|+42 32 19.21|11.556|32.664331557837606
83|830|PG1430+427A|||||||11.907|0.759|0.402|0.419|+0.378|+0.794|9|5|0.0007|0.0025|0.0019|0.0012|0.0014|0.0013|218.164325|42.511116666666666|14 32 39.438|+42 30 40.02|11.488|32.69242900366011
84|829|PG1430+427|||||||14.218|-0.14800000000000002|-0.669|-0.058|-0.067|-0.130|12|6|0.0012|0.0012|0.0018|0.0024|0.0014|0.0014|218.14120416666665|42.505297222222225|14 32 33.889|+42 30 19.07|14.276|32.71499094524734
85|828|PG1430+427C|||||||11.421|0.454|-0.109|0.281|+0.281|+0.561|9|5|0.0013|0.0021|0.0007|0.0011|0.0017|0.0006|218.0858|42.506686111111115|14 32 20.592|+42 30 24.07|11.14|32.770321367665375
86|827|GD 336C|||||||13.627|0.562|0.006|0.328|+0.325|+0.655|15|8|0.0016|0.0019|0.0035|0.0013|0.0031|0.0029|218.01445416666664|37.072208333333336|14 32 03.469|+37 04 19.95|13.299|32.84487258051906
87|826|GD 336|||||||15.283|-0.27|-1.149|-0.147|-0.215|-0.366|15|7|0.0031|0.0024|0.0024|0.0030|0.0102|0.0088|217.98595|37.10835277777778|14 31 56.628|+37 06 30.07|15.43|32.87028681968141
88|825|GD 336A|||||||13.424|0.359|-0.054000000000000006|0.217|+0.218|+0.436|15|8|0.0028|0.0018|0.0024|0.0014|0.0023|0.0029|217.96199166666665|37.088166666666666|14 31 50.878|+37 05 17.40|13.207|32.89582837206923
89|824|GD 336B|||||||12.985|0.6459999999999999|0.155|0.368|+0.348|+0.716|15|8|0.0016|0.0012|0.0023|0.0010|0.0014|0.0013|217.9430166666667|37.129630555555565|14 31 46.324|+37 07 46.67|12.617|32.91133513138415
90|424|PG1647+056|16.0|50.0|18.461|5.0|32.0|55.94|14.773|-0.173|-1.064|-0.058|-0.022000000000000002|-0.08199999999999999|7|3|0.0087|0.0087|0.0076|0.0102|0.0151|0.0163|252.57692083333328|5.548872222222222|16 50 18.461|5 32 55.94|14.831|34.31034602830252
91|367|PG1528+062A|15.0|30.0|49.092|6.0|1.0|24.09|15.553|0.83|0.35600000000000004|0.433|0.389|0.8240000000000001|1|1|||||||232.70455|6.0233583333333325|15 30 49.092|6 1 24.09|15.12|38.30161565453703
92|368|PG1528+062|15.0|30.0|49.93|6.0|0.0|56.2|14.767|-0.252|-1.091|-0.111|-0.182|-0.29600000000000004|1|1|||||||232.70804166666665|6.015611111111111|15 30 49.93|6 0 56.2|14.878000000000002|38.3068056750953
93|369|PG1528+062C|15.0|30.0|55.61600000000001|6.0|0.0|9.59|13.477|0.644|0.07400000000000001|0.35700000000000004|0.34|0.6990000000000001|1|1|||||||232.73173333333332|6.002663888888889|15 30 55.61600000000001|6 0 9.59|13.12|38.307082019708005
94|366|PG1528+062B|15.0|30.0|39.542|6.0|1.0|12.98|11.989|0.593|0.005|0.364|0.344|0.711|1|1|||||||232.6647583333333|6.020272222222222|15 30 39.542|6 1 12.98|11.625|38.323095049454764
95|372|PG1530+057B|15.0|33.0|17.445999999999998|5.0|33.0|46.29|12.842|0.745|0.325|0.423|0.376|0.799|1|1|||||||233.32269166666663|5.562858333333333|15 33 17.445999999999998|5 33 46.29|12.419|38.42424451131665
96|370|PG1530+057A|15.0|33.0|10.224|5.0|33.0|42.93|13.711|0.8290000000000001|0.414|0.473|0.41200000000000003|0.8859999999999999|1|1|||||||233.2926|5.561925|15 33 10.224|5 33 42.93|13.237999999999998|38.438729606363395
97|371|PG1530+057|15.0|33.0|10.737|5.0|32.0|26.88|14.211|0.151|-0.789|0.162|0.036000000000000004|0.19899999999999998|1|1|||||||233.2947375|5.5408|15 33 10.737|5 32 26.88|14.048999999999998|38.45658290176742
98|418|108 475|16.0|37.0|0.595|0.0|34.0|39.17|11.307|1.38|1.463|0.743|0.664|1.4080000000000001|113|98|0.0007|0.0006|0.0028|0.0004|0.0004|0.0007|249.25247916666663|0.5775472222222222|16 37 0.595|0 34 39.17|10.564|39.261110087244816
99|421|108 551|16.0|37.0|47.788|0.0|33.0|5.16|10.702|0.18|0.182|0.1|0.109|0.209|144|114|0.0006|0.0004|0.001|0.0004|0.0005|0.0006|249.44911666666664|0.5514333333333333|16 37 47.788000000000004|0 33 5.16|10.602|39.280226332427084
100|423|108 981|16.0|39.0|16.614|0.0|25.0|6.98|12.071|0.494|0.237|0.31|0.312|0.622|4|2|0.0025|0.0015|0.0075|0.002|0.003|0.001|249.819225|0.4186055555555556|16 39 16.614|0 25 6.98|11.761|39.40254940753985
101|416|108 719|16.0|36.0|11.047|0.0|25.0|29.07|12.69|1.031|0.648|0.5529999999999999|0.5329999999999999|1.087|4|2|0.0045|0.0025|0.0005|0.0045|0.0025|0.005|249.04602916666664|0.4247416666666667|16 36 11.047|0 25 29.07|12.137|39.42216326702728
102|417|108 1848|16.0|36.0|58.442|0.0|5.0|55.61|11.738|0.5589999999999999|0.073|0.331|0.325|0.657|1|1|||||||249.24350833333332|0.09878055555555557|16 36 58.442|0 5 55.61|11.407|39.73987278358643
103|407|108 1332|16.0|35.0|21.401|0.0|4.0|5.32|9.208|0.38|0.083|0.225|0.225|0.449|76|60|0.0005|0.0007|0.001|0.0004|0.0003|0.0005|248.83917083333327|0.06814444444444444|16 35 21.401|0 4 5.32|8.982999999999999|39.78780399440214
104|420|108 1491|16.0|37.0|13.934|0.0|2.0|41.91|9.059|0.964|0.616|0.522|0.498|1.02|77|62|0.0006|0.0005|0.0012|0.0003|0.0004|0.0005|249.30805833333332|0.044975|16 37 13.934000000000001|0 2 41.91|8.536999999999999|39.79125665723243
105|419|108 1863|16.0|37.0|12.452|0.0|2.0|30.58|12.244000000000002|0.8029999999999999|0.378|0.446|0.39799999999999996|0.8440000000000001|1|1|||||||249.3018833333333|0.041827777777777776|16 37 12.452|0 2 30.58|11.798000000000002|39.79462527925237
106|422|108 1918|16.0|37.0|50.129|0.0|0.0|36.41|11.384|1.432|1.839|0.773|0.6609999999999999|1.4340000000000002|2|1|0.0007|0.0014||0.0042||0.0042|249.45887083333332|0.010113888888888888|16 37 50.129|0 0 36.41|10.610999999999999|39.82093888666823
107|385|107 212|15.0|38.0|56.067|0.0|45.0|31.71|13.383|0.6829999999999999|0.135|0.404|0.41100000000000003|0.818|2|1|0.0064|0.0106|0.0198|0.0071|0.0085|0.0148|234.7336125|0.7588083333333333|15 38 56.067|0 45 31.71|12.979000000000001|42.20641888913976
108|387|107 213|15.0|38.0|57.67100000000001|0.0|44.0|15.06|14.262|0.802|0.261|0.531|0.509|1.038|1|1|||||||234.74029583333328|0.7375166666666666|15 38 57.67100000000001|0 44 15.06|13.731|42.22358601905427
109|386|107 215|15.0|38.0|57.65|0.0|43.0|6.59|16.046|0.115|-0.08199999999999999|-0.032|-0.475|-0.511|3|2|0.0266|0.0312|0.0092|0.0935|0.2991|0.3943|234.74020833333333|0.7184972222222222|15 38 57.65|0 43 6.59|16.078|42.24121995512337
110|433|109 71|17.0|44.0|6.792000000000002|0.0|24.0|58.01|11.49|0.326|0.154|0.187|0.223|0.409|65|56|0.0007|0.0006|0.0014|0.0006|0.0007|0.0009|266.0283|0.4161138888888889|17 44 6.792000000000001|0 24 58.01|11.302999999999999|42.254933527277494
111|438|109 199|17.0|45.0|2.635|0.0|29.0|28.71|10.99|1.739|1.967|1.006|0.9|1.9040000000000001|3|2|0.0098|0.004|0.0035|0.0035|0.004|0.0046|266.26097916666663|0.4913083333333334|17 45 2.635|0 29 28.71|9.984|42.26969325265551
112|388|107 357|15.0|39.0|5.4689999999999985|0.0|39.0|12.16|14.418|0.675|0.025|0.416|0.42100000000000004|0.84|2|1||0.0035|0.0057|0.012|0.0233|0.0113|234.7727875|0.6533777777777778|15 39 5.468999999999999|0 39 12.16|14.002|42.289175798957764
113|434|109 381|17.0|44.0|12.269|0.0|20.0|32.8|11.731|0.7040000000000001|0.222|0.4270000000000001|0.435|0.862|70|57|0.0008|0.001|0.0012|0.0004|0.0006|0.0008|266.05112083333336|0.34244444444444444|17 44 12.269|0 20 32.8|11.304|42.33186982631858
114|389|107 359|15.0|39.0|9.04|0.0|35.0|38.6|12.797|0.58|-0.124|0.379|0.381|0.759|6|3|0.0049|0.0069|0.0118|0.0029|0.0033|0.0053|234.78766666666664|0.5940555555555556|15 39 9.04|0 35 38.6|12.418|42.338499884783666
115|439|109 231|17.0|45.0|19.964|0.0|25.0|51.6|9.333|1.465|1.591|0.787|0.705|1.494|90|65|0.0008|0.0008|0.0023|0.0004|0.0005|0.0006|266.3331833333333|0.431|17 45 19.964000000000002|0 25 51.6|8.546|42.352319628716856
116|377|107 347|15.0|38.0|35.77|0.0|35.0|57.69|9.446|1.294|1.3019999999999998|0.7120000000000001|0.652|1.365|33|26|0.0011|0.0009|0.0015|0.0007|0.0007|0.0011|234.64904166666665|0.5993583333333333|15 38 35.77|0 35 57.69|8.734|42.386036360423155
117|380|107 351|15.0|38.0|45.76|0.0|32.0|6.3|12.342|0.562|-0.005|0.35100000000000003|0.358|0.708|25|14|0.002|0.0024|0.004|0.0016|0.0022|0.0026|234.69066666666663|0.5350833333333334|15 38 45.76|0 32 6.3|11.991|42.42973624036211
118|360|PG1514+034|15.0|17.0|14.269|3.0|10.0|27.92|13.997|-0.009000000000000001|-0.955|0.087|0.126|0.212|6|3|0.0078|0.0082|0.0102|0.0029|0.0065|0.0073|229.30945416666665|3.1744222222222223|15 17 14.269|3 10 27.92|13.91|42.446066218914375
119|440|109 537|17.0|45.0|42.448|0.0|21.0|35.43|10.353|0.609|0.226|0.376|0.39299999999999996|0.769|76|55|0.0022|0.001|0.0017|0.0008|0.0008|0.0013|266.4268666666666|0.3598416666666667|17 45 42.448|0 21 35.43|9.977|42.45300756728516
120|399|107 484|15.0|40.0|16.817999999999998|0.0|21.0|14.93|11.311|1.24|1.298|0.664|0.5770000000000001|1.24|26|20|0.0006|0.0015|0.0038|0.0006|0.0008|0.0016|235.070075|0.3541472222222222|15 40 16.817999999999998|0 21 14.93|10.647|42.45573591604165
