YYYYMMDD	Filter	Target
20141029	R	PKS2155-304
20141030	R	3C371
20141030	R	3C454-3
20141030	R	3C66A
20141030	R	4C51-37
20141030	R	AO0235+16
20141030	R	CTA102
20141030	R	PKS2155-304
20141031	R	3C371
20141031	R	3C454-3
20141031	R	3C66A
20141031	R	4C51-37
20141031	R	AO0235+16
20141031	R	CTA102
20141031	R	Mkn501
20141031	R	PKS2155-304
20141101	R	3C371
20141101	R	3C454-3
20141101	R	3C66A
20141101	R	4C51-37
20141101	R	AO0235+16
20141101	R	CTA102
20141101	R	PKS0420-01
20141101	R	PKS2155-304
20141102	R	3C371
20141102	R	4C51-37
20141104	R	3C371
20141104	R	3C454-3
20141104	R	3C66A
20141104	R	4C51-37
20141104	R	AO0235+16
20141104	R	CTA102
20141104	R	Mkn501
20141104	R	PKS0420-01
20141104	R	PKS2155-304
20141105	R	3C66A
20141105	R	4C71-07
20141105	R	AO0235+16
20141105	R	OJ248
20141105	R	OJ287
20141105	R	OJ49
20141105	R	PKS0420-01
20141105	R	PKS0528+134
20141105	R	PKS0735+17
20141105	R	S4_0954+65
20141105	R	S5_0716+71
20141108	R	3C371
20141108	R	3C454-3
20141108	R	3C66A
20141108	R	4C51-37
20141108	R	4C71-07
20141108	R	AO0235+16
20141108	R	CTA102
20141108	R	Mkn421
20141108	R	OJ248
20141108	R	OJ287
20141108	R	OJ49
20141108	R	PKS0420-01
20141108	R	PKS0528+134
20141108	R	PKS0735+17
20141108	R	PKS2155-304
20141108	R	S4_0954+65
20141108	R	S5_0716+71
20141109	R	3C371
20141109	R	3C454-3
20141109	R	3C66A
20141109	R	4C51-37
20141109	R	AO0235+16
20141109	R	CTA102
20141109	R	PKS0420-01
20141109	R	PKS0528+134
20141109	R	PKS2155-304
20141109	R	S5_0716+71
20141110	R	3C371
20141110	R	3C454-3
20141110	R	3C66A
20141110	R	4C51-37
20141110	R	AO0235+16
20141110	R	CTA102
20141110	R	PKS0420-01
20141110	R	PKS2155-304
20141111	R	3C371
20141111	R	3C454-3
20141111	R	3C66A
20141111	R	4C51-37
20141111	R	AO0235+16
20141111	R	CTA102
20141111	R	PKS0420-01
20141111	R	PKS2155-304
20141118	R	3C454-3
20141118	R	3C66A
20141118	R	AO0235+16
20141118	R	CTA102
20141118	R	PKS0420-01
20141118	R	PKS0528+134
20141118	R	S5_0716+71
20141119	R	3C66A
20141119	R	4C29-45
20141119	R	4C71-07
20141119	R	AO0235+16
20141119	R	Mkn421
20141119	R	OJ248
20141119	R	OJ287
20141119	R	OJ49
20141119	R	PKS0420-01
20141119	R	PKS0528+134
20141119	R	PKS0735+17
20141119	R	S4_0954+65
20141119	R	S5_0716+71
20141121	R	3C273
20141121	R	3C279
20141121	R	3C66A
20141121	R	4C29-45
20141121	R	4C71-07
20141121	R	AO0235+16
20141121	R	Mkn421
20141121	R	OJ248
20141121	R	OJ287
20141121	R	OJ49
20141121	R	ON231
20141121	R	PKS0420-01
20141121	R	PKS0528+134
20141121	R	PKS0735+17
20141121	R	S4_0954+65
20141121	R	S5_0716+71
20141122	R	3C371
20141122	R	3C454-3
20141122	R	3C66A
20141122	R	4C71-07
20141122	R	AO0235+16
20141122	R	CTA102
20141122	R	PKS0420-01
20141122	R	PKS0528+134
20141122	R	PKS2155-304
20141122	R	S5_0716+71
20141123	R	3C454-3
20141123	R	3C66A
20141123	R	4C71-07
20141123	R	AO0235+16
20141123	R	CTA102
20141123	R	PKS0420-01
20141123	R	PKS0528+134
20141123	R	PKS0735+17
20141123	R	S5_0716+71
20141124	R	3C371
20141125	R	PKS0420-01
20141125	R	PKS0528+134
20141125	R	S5_0716+71
20141126	R	3C454-3
20141126	R	3C66A
20141126	R	4C71-07
20141126	R	AO0235+16
20141126	R	CTA102
20141126	R	OJ248
20141126	R	PKS0420-01
20141126	R	PKS0528+134
20141126	R	PKS0735+17
20141126	R	S5_0716+71
20141127	R	3C371
20141127	R	3C454-3
20141127	R	3C66A
20141127	R	4C71-07
20141127	R	AO0235+16
20141127	R	CTA102
20141127	R	PKS0420-01
20141127	R	PKS0528+134
20141127	R	PKS0735+17
20141127	R	PKS2155-304
20141127	R	S4_0954+65
20141127	R	S5_0716+71
20141128	R	3C454-3
20141128	R	3C66A
20141128	R	4C71-07
20141128	R	AO0235+16
20141128	R	CTA102
20141128	R	PKS0420-01
20141128	R	PKS0528+134
20141128	R	PKS0735+17
20141128	R	S5_0716+71
20141129	R	3C273
20141129	R	4C29-45
20141129	R	4C71-07
20141129	R	Mkn421
20141129	R	OJ248
20141129	R	OJ287
20141129	R	OJ49
20141129	R	ON231
20141129	R	PKS0420-01
20141129	R	PKS0528+134
20141129	R	PKS0735+17
20141129	R	S4_0954+65
20141129	R	S5_0716+71
20141205	R	3C273
20141205	R	3C454-3
20141205	R	3C66A
20141205	R	4C29-45
20141205	R	4C71-07
20141205	R	AO0235+16
20141205	R	Mkn421
20141205	R	OJ248
20141205	R	OJ287
20141205	R	OJ49
20141205	R	ON231
20141205	R	PKS0420-01
20141205	R	PKS0528+134
20141205	R	PKS0735+17
20141205	R	S4_0954+65
20141205	R	S5_0716+71
20141206	R	3C273
20141206	R	3C279
20141206	R	3C454-3
20141206	R	3C66A
20141206	R	4C29-45
20141206	R	4C71-07
20141206	R	AO0235+16
20141206	R	Mkn421
20141206	R	OJ248
20141206	R	OJ287
20141206	R	OJ49
20141206	R	ON231
20141206	R	PKS0420-01
20141206	R	PKS0528+134
20141206	R	PKS0735+17
20141206	R	S4_0954+65
20141206	R	S5_0716+71
20141207	R	3C454-3
20141207	R	3C66A
20141207	R	4C71-07
20141207	R	AO0235+16
20141207	R	CTA102
20141207	R	OJ248
20141207	R	PKS0420-01
20141207	R	PKS0528+134
20141207	R	PKS0735+17
20141207	R	S5_0716+71
20141208	R	3C454-3
20141208	R	3C66A
20141208	R	4C71-07
20141208	R	AO0235+16
20141208	R	CTA102
20141208	R	OJ248
20141208	R	OJ287
20141208	R	OJ49
20141208	R	PKS0420-01
20141208	R	PKS0528+134
20141208	R	PKS0735+17
20141208	R	S4_0954+65
20141208	R	S5_0716+71
20141214	R	3C454-3
20141214	R	3C66A
20141214	R	4C71-07
20141214	R	AO0235+16
20141214	R	CTA102
20141214	R	OJ248
20141214	R	OJ287
20141214	R	PKS0420-01
20141214	R	PKS0528+134
20141214	R	PKS0735+17
20141214	R	S4_0954+65
20141214	R	S5_0716+71
20141215	R	3C273
20141215	R	3C279
20141215	R	3C454-3
20141215	R	3C66A
20141215	R	4C29-45
20141215	R	4C71-07
20141215	R	AO0235+16
20141215	R	CTA102
20141215	R	DA406
20141215	R	Mkn421
20141215	R	OJ248
20141215	R	OJ287
20141215	R	OJ49
20141215	R	ON231
20141215	R	PKS0420-01
20141215	R	PKS0528+134
20141215	R	PKS0735+17
20141215	R	S4_0954+65
20141215	R	S5_0716+71
20141216	R	3C273
20141216	R	3C279
20141216	R	3C66A
20141216	R	4C29-45
20141216	R	4C71-07
20141216	R	AO0235+16
20141216	R	DA406
20141216	R	Mkn421
20141216	R	OJ248
20141216	R	OJ287
20141216	R	OJ49
20141216	R	ON231
20141216	R	PKS0420-01
20141216	R	PKS0528+134
20141216	R	PKS0735+17
20141216	R	S4_0954+65
20141216	R	S5_0716+71
20141217	R	3C454-3
20141217	R	3C66A
20141217	R	AO0235+16
20141217	R	CTA102
20141217	R	PKS0420-01
20141217	R	PKS0528+134
20141217	R	PKS2155-304
20141217	R	S5_0716+71
20141220	R	S5_0716+71
20141220	R	3C273
20141220	R	4C29-45
20141220	R	4C71-07
20141220	R	Mkn421
20141220	R	OJ248
20141220	R	OJ287
20141220	R	OJ49
20141220	R	ON231
20141220	R	PKS0528+134
20141220	R	PKS0735+17
20141220	R	S4_0954+65
20141221	R	3C454-3
20141221	R	3C66A
20141221	R	4C71-07
20141221	R	AO0235+16
20141221	R	CTA102
20141221	R	OJ248
20141221	R	PKS0420-01
20141221	R	PKS0528+134
20141221	R	PKS0735+17
20141221	R	S5_0716+71
20141222	R	3C454-3
20141222	R	4C71-07
20141222	R	OJ248
20141222	R	OJ287
20141222	R	OJ49
20141222	R	PKS0735+17
20141222	R	S4_0954+65
20141222	R	S5_0716+71
20141224	R	3C454-3
20141224	R	3C66A
20141224	R	AO0235+16
20141224	R	CTA102
20141224	R	PKS0420-01
20141224	R	PKS0528+134
20141224	R	PKS0735+17
20141224	R	S5_0716+71
20141228	R	3C66A
20141228	R	4C29-45
20141228	R	4C71-07
20141228	R	AO0235+16
20141228	R	Mkn421
20141228	R	OJ248
20141228	R	OJ287
20141228	R	OJ49
20141228	R	PKS0420-01
20141228	R	PKS0528+134
20141228	R	PKS0735+17
20141228	R	S4_0954+65
20141228	R	S5_0716+71
20141229	R	3C273
20141229	R	3C279
20141229	R	3C454-3
20141229	R	3C66A
20141229	R	4C29-45
20141229	R	4C71-07
20141229	R	AO0235+16
20141229	R	CTA102
20141229	R	Mkn421
20141229	R	OJ248
20141229	R	OJ287
20141229	R	OJ49
20141229	R	ON231
20141229	R	PKS0420-01
20141229	R	PKS0528+134
20141229	R	PKS0735+17
20141229	R	S4_0954+65
20141229	R	S5_0716+71
20150101	R	3C273
20150101	R	3C279
20150101	R	4C29-45
20150101	R	4C71-07
20150101	R	Mkn421
20150101	R	Mkn501
20150101	R	OJ248
20150101	R	OJ287
20150101	R	OJ49
20150101	R	ON231
20150101	R	PKS0735+17
20150101	R	S4_0954+65
20150101	R	S5_0716+71
20150102	R	3C454-3
20150102	R	3C66A
20150102	R	4C71-07
20150102	R	AO0235+16
20150102	R	CTA102
20150102	R	OJ248
20150102	R	OJ287
20150102	R	OJ49
20150102	R	PKS0420-01
20150102	R	PKS0528+134
20150102	R	PKS0735+17
20150102	R	S4_0954+65
20150102	R	S5_0716+71
20150103	R	3C273
20150103	R	4C29-45
20150103	R	4C71-07
20150103	R	Mkn421
20150103	R	OJ248
20150103	R	OJ287
20150103	R	OJ49
20150103	R	ON231
20150103	R	PKS0735+17
20150103	R	S4_0954+65
20150103	R	S5_0716+71
20150104	R	3C66A
20150104	R	4C71-07
20150104	R	AO0235+16
20150104	R	Mkn421
20150104	R	OJ248
20150104	R	OJ287
20150104	R	OJ49
20150104	R	PKS0420-01
20150104	R	PKS0528+134
20150104	R	PKS0735+17
20150104	R	S4_0954+65
20150104	R	S5_0716+71
20150105	R	3C273
20150105	R	4C29-45
20150105	R	4C71-07
20150105	R	Mkn421
20150105	R	OJ248
20150105	R	OJ287
20150105	R	OJ49
20150105	R	ON231
20150105	R	PKS0735+17
20150105	R	S4_0954+65
20150105	R	S5_0716+71
20150106	R	3C454-3
20150106	R	3C66A
20150106	R	AO0235+16
20150106	R	PKS0420-01
20150106	R	PKS0528+134
20150108	R	3C273
20150108	R	3C279
20150108	R	3C66A
20150108	R	4C29-45
20150108	R	4C38-41
20150108	R	4C71-07
20150108	R	AO0235+16
20150108	R	DA406
20150108	R	Mkn421
20150108	R	Mkn501
20150108	R	OJ248
20150108	R	OJ287
20150108	R	OJ49
20150108	R	ON231
20150108	R	PKS0420-01
20150108	R	PKS0735+17
20150108	R	S4_0954+65
20150108	R	S5_0716+71
20150109	R	3C454-3
20150109	R	3C66A
20150109	R	AO0235+16
20150110	R	3C273
20150110	R	3C279
20150110	R	4C29-45
20150110	R	4C71-07
20150110	R	Mkn421
20150110	R	Mkn501
20150110	R	OJ248
20150110	R	OJ287
20150110	R	OJ49
20150110	R	ON231
20150110	R	PKS0420-01
20150110	R	PKS0528+134
20150110	R	PKS0735+17
20150110	R	S4_0954+65
20150110	R	S5_0716+71
20150111	R	3C66A
20150111	R	AO0235+16
20150112	R	3C66A
20150112	R	AO0235+16
20150114	R	3C66A
20150114	R	AO0235+16
20150114	R	OJ49
20150114	R	PKS0420-01
20150114	R	PKS0528+134
20150114	R	PKS0735+17
20150114	R	S5_0716+71
20150115	R	3C273
20150115	R	4C29-45
20150115	R	4C71-07
20150115	R	Mkn421
20150115	R	OJ248
20150115	R	OJ287
20150115	R	OJ49
20150115	R	ON231
20150115	R	PKS0735+17
20150115	R	S4_0954+65
20150115	R	S5_0716+71
20150116	R	3C66A
20150116	R	4C29-45
20150116	R	4C71-07
20150116	R	AO0235+16
20150116	R	Mkn421
20150116	R	OJ248
20150116	R	OJ287
20150116	R	OJ49
20150116	R	ON231
20150116	R	PKS0420-01
20150116	R	PKS0528+134
20150116	R	PKS0735+17
20150116	R	S4_0954+65
20150116	R	S5_0716+71
20150117	R	3C454-3
20150117	R	3C66A
20150117	R	4C71-07
20150117	R	AO0235+16
20150117	R	OJ248
20150117	R	OJ287
20150117	R	OJ49
20150117	R	PKS0420-01
20150117	R	PKS0528+134
20150117	R	PKS0735+17
20150117	R	S4_0954+65
20150117	R	S5_0716+71
20150121	R	3C273
20150121	R	3C279
20150121	R	4C29-45
20150121	R	4C71-07
20150121	R	Mkn421
20150121	R	Mkn501
20150121	R	OJ248
20150121	R	OJ287
20150121	R	OJ49
20150121	R	ON231
20150121	R	PKS0528+134
20150121	R	PKS0735+17
20150121	R	S4_0954+65
20150121	R	S5_0716+71
20150122	R	3C66A
20150122	R	AO0235+16
20150122	R	PKS0420-01
20150122	R	PKS0528+134
20150122	R	S5_0716+71
20150123	R	3C273
20150123	R	3C279
20150123	R	4C29-45
20150123	R	4C71-07
20150123	R	Mkn421
20150123	R	OJ248
20150123	R	OJ287
20150123	R	OJ49
20150123	R	ON231
20150123	R	PKS0420-01
20150123	R	PKS0528+134
20150123	R	PKS0735+17
20150123	R	S4_0954+65
20150123	R	S5_0716+71
20150129	R	S4_0954+65
20150129	R	S5_0716+71
20150130	R	3C66A
20150130	R	AO0235+16
20150130	R	PKS0420-01
20150130	R	S4_0954+65
20150130	R	S5_0716+71
20150131	R	3C66A
20150131	R	AO0235+16
20150131	R	PKS0420-01
20150131	R	S4_0954+65
20150131	R	S5_0716+71
20150201	R	3C273
20150201	R	3C279
20150201	R	3C66A
20150201	R	4C29-45
20150201	R	4C71-07
20150201	R	AO0235+16
20150201	R	DA406
20150201	R	Mkn421
20150201	R	Mkn501
20150201	R	OJ248
20150201	R	OJ287
20150201	R	OJ49
20150201	R	ON231
20150201	R	PKS0420-01
20150201	R	PKS0528+134
20150201	R	PKS0735+17
20150201	R	S4_0954+65
20150201	R	S5_0716+71
20150202	R	3C273
20150202	R	3C279
20150202	R	4C29-45
20150202	R	4C71-07
20150202	R	DA406
20150202	R	Mkn421
20150202	R	OJ248
20150202	R	OJ287
20150202	R	OJ49
20150202	R	ON231
20150202	R	PKS0528+134
20150202	R	S4_0954+65
20150202	R	S5_0716+71
20150203	R	S5_0716+71
20150204	R	3C66A
20150204	R	4C29-45
20150204	R	4C71-07
20150204	R	AO0235+16
20150204	R	Mkn421
20150204	R	OJ248
20150204	R	OJ287
20150204	R	OJ49
20150204	R	ON231
20150204	R	PKS0420-01
20150204	R	PKS0528+134
20150204	R	PKS0735+17
20150204	R	S4_0954+65
20150204	R	S5_0716+71
20150209	R	3C66A
20150209	R	4C29-45
20150209	R	4C71-07
20150209	R	AO0235+16
20150209	R	Mkn421
20150209	R	OJ248
20150209	R	OJ287
20150209	R	OJ49
20150209	R	PKS0420-01
20150209	R	PKS0528+134
20150209	R	PKS0735+17
20150209	R	S4_0954+65
20150209	R	S5_0716+71
20150210	R	3C273
20150210	R	3C279
20150210	R	3C345
20150210	R	4C29-45
20150210	R	4C38-41
20150210	R	4C71-07
20150210	R	DA406
20150210	R	Mkn421
20150210	R	Mkn501
20150210	R	OJ248
20150210	R	OJ287
20150210	R	OJ49
20150210	R	ON231
20150210	R	PKS0528+134
20150210	R	PKS0735+17
20150210	R	S4_0954+65
20150210	R	S5_0716+71
20150212	R	3C273
20150212	R	3C279
20150212	R	3C66A
20150212	R	4C29-45
20150212	R	4C71-07
20150212	R	AO0235+16
20150212	R	Mkn421
20150212	R	OJ248
20150212	R	OJ287
20150212	R	OJ49
20150212	R	ON231
20150212	R	PKS0420-01
20150212	R	PKS0528+134
20150212	R	PKS0735+17
20150212	R	S4_0954+65
20150212	R	S5_0716+71
20150213	R	3C273
20150213	R	3C279
20150213	R	3C66A
20150213	R	4C29-45
20150213	R	4C71-07
20150213	R	AO0235+16
20150213	R	Mkn421
20150213	R	Mkn501
20150213	R	ON231
20150213	R	PKS0420-01
20150213	R	PKS0528+134
20150213	R	S4_0954+65
20150213	R	S5_0716+71
20150216	R	3C273
20150216	R	3C279
20150216	R	3C66A
20150216	R	4C29-45
20150216	R	4C71-07
20150216	R	Mkn421
20150216	R	Mkn501
20150216	R	OJ248
20150216	R	OJ287
20150216	R	OJ49
20150216	R	ON231
20150216	R	PKS0420-01
20150216	R	PKS0528+134
20150216	R	PKS0735+17
20150216	R	S4_0954+65
20150216	R	S5_0716+71
20150217	R	3C273
20150217	R	3C279
20150217	R	3C345
20150217	R	3C371
20150217	R	4C29-45
20150217	R	4C38-41
20150217	R	4C51-37
20150217	R	4C71-07
20150217	R	DA406
20150217	R	Mkn421
20150217	R	Mkn501
20150217	R	OJ248
20150217	R	OJ287
20150217	R	OJ49
20150217	R	ON231
20150217	R	PKS0420-01
20150217	R	PKS0528+134
20150217	R	PKS0735+17
20150217	R	S4_0954+65
20150217	R	S5_0716+71
20150220	R	S5_0716+71
20150220	R	3C279
20150220	R	3C371
20150220	R	4C38-41
20150220	R	PKS0528+134
20150220	R	S4_0954+65
20150225	R	S4_0954+65
20150226	R	3C273
20150226	R	3C279
20150226	R	4C29-45
20150226	R	Mkn421
20150226	R	ON231
20150226	R	S4_0954+65
20150227	R	3C273
20150227	R	3C279
20150227	R	3C345
20150227	R	3C371
20150227	R	4C29-45
20150227	R	4C38-41
20150227	R	4C51-37
20150227	R	4C71-07
20150227	R	DA406
20150227	R	Mkn421
20150227	R	Mkn501
20150227	R	OJ248
20150227	R	OJ287
20150227	R	OJ49
20150227	R	ON231
20150227	R	PKS0735+17
20150227	R	S4_0954+65
20150227	R	S5_0716+71
20150228	R	3C273
20150228	R	4C29-45
20150228	R	4C71-07
20150228	R	Mkn421
20150228	R	ON231
20150228	R	S4_0954+65
20150302	R	3C273
20150302	R	3C279
20150302	R	4C29-45
20150302	R	4C71-07
20150302	R	Mkn421
20150302	R	OJ248
20150302	R	OJ287
20150302	R	OJ49
20150302	R	ON231
20150302	R	PKS0528+134
20150302	R	PKS0735+17
20150302	R	S4_0954+65
20150302	R	S5_0716+71
20150303	R	3C273
20150303	R	4C29-45
20150303	R	4C71-07
20150303	R	Mkn421
20150303	R	OJ287
20150303	R	ON231
20150303	R	S4_0954+65
20150303	R	S5_0716+71
20150307	R	4C71-07
20150307	R	Mkn421
20150307	R	S4_0954+65
20150308	R	3C66A
20150308	R	4C71-07
20150308	R	AO0235+16
20150308	R	Mkn421
20150308	R	OJ248
20150308	R	OJ287
20150308	R	OJ49
20150308	R	PKS0420-01
20150308	R	PKS0528+134
20150308	R	PKS0735+17
20150308	R	S4_0954+65
20150308	R	S5_0716+71
20150312	R	4C71-07
20150312	R	Mkn421
20150312	R	OJ248
20150312	R	OJ287
20150312	R	OJ49
20150312	R	PKS0420-01
20150312	R	PKS0528+134
20150312	R	PKS0735+17
20150312	R	S4_0954+65
20150312	R	S5_0716+71
20150314	R	3C273
20150314	R	3C279
20150314	R	3C66A
20150314	R	4C29-45
20150314	R	4C71-07
20150314	R	AO0235+16
20150314	R	Mkn421
20150314	R	OJ248
20150314	R	OJ287
20150314	R	OJ49
20150314	R	ON231
20150314	R	PKS0420-01
20150314	R	PKS0528+134
20150314	R	PKS0735+17
20150314	R	S4_0954+65
20150314	R	S5_0716+71
20150315	R	4C71-07
20150315	R	PKS0420-01
20150315	R	PKS0528+134
20150315	R	S4_0954+65
20150315	R	S5_0716+71
20150316	R	3C273
20150316	R	3C279
20150316	R	4C29-45
20150316	R	4C38-41
20150316	R	DA406
20150316	R	Mkn421
20150316	R	Mkn501
20150316	R	ON231
20150316	R	PKS0420-01
20150316	R	PKS0528+134
20150316	R	S4_0954+65
20150317	R	3C273
20150317	R	3C279
20150317	R	3C66A
20150317	R	4C29-45
20150317	R	4C71-07
20150317	R	AO0235+16
20150317	R	Mkn421
20150317	R	OJ248
20150317	R	OJ287
20150317	R	OJ49
20150317	R	ON231
20150317	R	PKS0420-01
20150317	R	PKS0528+134
20150317	R	PKS0735+17
20150317	R	S4_0954+65
20150317	R	S5_0716+71
20150318	R	3C273
20150318	R	3C279
20150318	R	4C29-45
20150318	R	4C38-41
20150318	R	4C71-07
20150318	R	DA406
20150318	R	Mkn421
20150318	R	Mkn501
20150318	R	OJ248
20150318	R	OJ287
20150318	R	OJ49
20150318	R	ON231
20150318	R	PKS0528+134
20150318	R	PKS0735+17
20150318	R	S4_0954+65
20150318	R	S5_0716+71
20150319	R	3C273
20150319	R	3C279
20150319	R	3C345
20150319	R	3C371
20150319	R	4C29-45
20150319	R	4C38-41
20150319	R	4C51-37
20150319	R	DA406
20150319	R	Mkn501
20150319	R	ON231
20150320	R	3C273
20150320	R	3C279
20150320	R	3C345
20150320	R	4C29-45
20150320	R	4C38-41
20150320	R	4C71-07
20150320	R	DA406
20150320	R	Mkn421
20150320	R	Mkn501
20150320	R	ON231
20150320	R	S4_0954+65
20150327	R	3C273
20150327	R	3C279
20150327	R	4C29-45
20150327	R	ON231
20150328	R	3C273
20150328	R	3C279
20150328	R	3C345
20150328	R	3C371
20150328	R	4C29-45
20150328	R	4C38-41
20150328	R	4C51-37
20150328	R	4C71-07
20150328	R	DA406
20150328	R	Mkn421
20150328	R	Mkn501
20150328	R	OJ248
20150328	R	OJ287
20150328	R	OJ49
20150328	R	ON231
20150328	R	S4_0954+65
20150328	R	S5_0716+71
20150329	R	DA406
20150329	R	Mkn501
20150330	R	4C71-07
20150330	R	OJ248
20150330	R	OJ49
20150330	R	PKS0528+134
20150330	R	S4_0954+65
20150331	R	3C279
20150331	R	4C29-45
20150331	R	4C38-41
20150331	R	DA406
20150331	R	Mkn501
20150331	R	ON231
20150401	R	4C71-07
20150401	R	Mkn421
20150401	R	OJ248
20150401	R	OJ287
20150401	R	OJ49
20150401	R	PKS0420-01
20150401	R	PKS0528+134
20150401	R	PKS0735+17
20150401	R	S4_0954+65
20150401	R	S5_0716+71
20150402	R	3C273
20150402	R	3C279
20150402	R	3C345
20150402	R	3C371
20150402	R	4C29-45
20150402	R	4C38-41
20150402	R	4C51-37
20150402	R	4C71-07
20150402	R	DA406
20150402	R	Mkn421
20150402	R	Mkn501
20150402	R	OJ248
20150402	R	OJ287
20150402	R	OJ49
20150402	R	ON231
20150402	R	PKS0528+134
20150402	R	PKS0735+17
20150402	R	S4_0954+65
20150402	R	S5_0716+71
20150403	R	3C273
20150403	R	4C29-45
20150403	R	Mkn421
20150403	R	Mkn501
20150403	R	OJ248
20150403	R	OJ49
20150403	R	ON231
20150403	R	PKS0420-01
20150403	R	PKS0528+134
20150403	R	PKS0735+17
20150403	R	S4_0954+65
20150403	R	S5_0716+71
20150404	R	3C273
20150404	R	3C279
20150404	R	3C345
20150404	R	4C29-45
20150404	R	4C38-41
20150404	R	4C51-37
20150404	R	4C71-07
20150404	R	DA406
20150404	R	Mkn421
20150404	R	Mkn501
20150404	R	OJ248
20150404	R	OJ287
20150404	R	OJ49
20150404	R	ON231
20150404	R	S4_0954+65
20150404	R	S5_0716+71
20150405	R	3C279
20150405	R	3C345
20150405	R	3C371
20150405	R	4C29-45
20150405	R	4C38-41
20150405	R	4C51-37
20150405	R	4C71-07
20150405	R	DA406
20150405	R	Mkn421
20150405	R	Mkn501
20150405	R	OJ248
20150405	R	OJ287
20150405	R	OJ49
20150405	R	ON231
20150405	R	S4_0954+65
20150405	R	S5_0716+71
20150407	R	3C273
20150407	R	3C279
20150407	R	4C29-45
20150407	R	Mkn421
20150407	R	ON231
20150408	R	3C273
20150408	R	3C279
20150408	R	4C29-45
20150408	R	Mkn501
20150408	R	ON231
20150410	R	OJ49
20150410	R	PKS0735+17
20150410	R	S5_0716+71
20150413	R	3C273
20150413	R	3C279
20150413	R	4C29-45
20150413	R	4C71-07
20150413	R	Mkn421
20150413	R	OJ248
20150413	R	OJ287
20150413	R	OJ49
20150413	R	ON231
20150413	R	PKS0735+17
20150413	R	S4_0954+65
20150413	R	S5_0716+71
20150414	R	3C273
20150414	R	3C279
20150414	R	3C345
20150414	R	3C371
20150414	R	4C29-45
20150414	R	4C38-41
20150414	R	4C51-37
20150414	R	4C71-07
20150414	R	DA406
20150414	R	Mkn421
20150414	R	Mkn501
20150414	R	OJ248
20150414	R	OJ287
20150414	R	OJ49
20150414	R	ON231
20150414	R	PKS0735+17
20150414	R	S4_0954+65
20150414	R	S5_0716+71
20150415	R	OJ248
20150415	R	OJ287
20150415	R	OJ49
20150415	R	PKS0735+17
20150415	R	S5_0716+71
20150416	R	4C38-41
20150416	R	4C71-07
20150416	R	DA406
20150416	R	Mkn421
20150416	R	Mkn501
20150416	R	OJ248
20150416	R	OJ287
20150416	R	OJ49
20150416	R	PKS0735+17
20150416	R	S4_0954+65
20150416	R	S5_0716+71
20150417	R	3C273
20150417	R	3C279
20150417	R	4C29-45
20150417	R	4C71-07
20150417	R	Mkn421
20150417	R	Mkn501
20150417	R	OJ248
20150417	R	OJ287
20150417	R	OJ49
20150417	R	ON231
20150417	R	S4_0954+65
20150417	R	S5_0716+71
20150421	R	3C273
20150421	R	3C279
20150421	R	4C29-45
20150421	R	Mkn421
20150421	R	ON231
20150425	R	3C279
20150425	R	3C345
20150425	R	4C29-45
20150425	R	4C38-41
20150425	R	4C51-37
20150425	R	DA406
20150425	R	Mkn501
20150425	R	ON231
20150427	R	3C273
20150427	R	4C29-45
20150427	R	Mkn421
20150427	R	ON231
20150427	R	S4_0954+65
20150428	R	3C273
20150428	R	3C279
20150428	R	4C29-45
20150428	R	4C71-07
20150428	R	Mkn421
20150428	R	OJ248
20150428	R	OJ287
20150428	R	OJ49
20150428	R	ON231
20150428	R	PKS0735+17
20150428	R	S4_0954+65
20150428	R	S5_0716+71
20150430	R	3C345
20150430	R	3C371
20150430	R	4C38-41
20150430	R	4C51-37
20150430	R	DA406
20150430	R	Mkn421
20150430	R	Mkn501
20150430	R	OJ248
20150430	R	OJ287
20150430	R	OJ49
20150430	R	PKS0735+17
20150430	R	S4_0954+65
20150501	R	3C345
20150501	R	3C371
20150501	R	4C29-45
20150501	R	4C38-41
20150501	R	4C51-37
20150501	R	DA406
20150501	R	Mkn501
20150501	R	ON231
20150502	R	3C273
20150502	R	4C29-45
20150502	R	4C71-07
20150502	R	Mkn421
20150502	R	ON231
20150502	R	S4_0954+65
20150503	R	3C345
20150503	R	3C371
20150503	R	4C38-41
20150503	R	4C51-37
20150503	R	CTA102
20150503	R	DA406
20150503	R	Mkn501
20150506	R	3C273
20150506	R	4C29-45
20150506	R	4C71-07
20150506	R	Mkn421
20150506	R	OJ248
20150506	R	OJ287
20150506	R	OJ49
20150506	R	ON231
20150506	R	PKS0735+17
20150506	R	S4_0954+65
20150506	R	S5_0716+71
20150509	R	3C273
20150509	R	3C279
20150509	R	3C345
20150509	R	3C371
20150509	R	4C29-45
20150509	R	4C38-41
20150509	R	4C51-37
20150509	R	4C71-07
20150509	R	DA406
20150509	R	Mkn421
20150509	R	Mkn501
20150509	R	ON231
20150509	R	S4_0954+65
20150512	R	3C345
20150512	R	3C371
20150512	R	3C454-3
20150512	R	4C38-41
20150512	R	4C51-37
20150512	R	CTA102
20150512	R	DA406
20150512	R	Mkn501
20150513	R	3C273
20150513	R	3C279
20150513	R	4C29-45
20150513	R	4C71-07
20150513	R	Mkn421
20150513	R	OJ248
20150513	R	OJ287
20150513	R	OJ49
20150513	R	ON231
20150513	R	S4_0954+65
20150513	R	S5_0716+71
20150514	R	3C273
20150514	R	3C279
